external_operation_id,source_file,source_date,planta_original,planta_normalized,mov_original,mov,movement_type,movement_type_detail,patente_original,plate_normalized,contrato,cliente_contrato,ingreso_id,comprob,cp_remito,ctg,cupo,entregado_por_a,localidad_proc_dest,fecha_ing_original,hora_ing_original,fecha_calado_original,hora_calado_original,fecha_sal_original,hora_sal_original,external_ingreso_at,external_calado_at,external_salida_at,cod_prod,producto_original,product_normalized,plataforma_original,platform_normalized,plataforma_manual,kgs_bruto,kgs_tara,kgs_neto,kgs_neto_neto,humedad,observaciones,observacion_calidad,normalization_warnings,external_sl_balanza_entrada_at,external_sl_balanza_salida_at,tiempos_entre_pasos_source_file,tiempos_entre_pasos_match
CTG_10133315425,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,I,I,INGRESO,I,FQF379,FQF379,2000683,CARGILL S.A.C.I.-30506792165-220165,14443890,000301457767,0000100029432,10133315425,VIC726026030726,ARGENTRADING SA-30711629048-251220,SALTO (BAS) - BUENOS AIRES - CP 27410,03/07/2026,00:25,03/07/2026,04:52,03/07/2026,10:54,2026-07-03T00:25:00,2026-07-03T04:52:00,2026-07-03T10:54:00,0301,SOJA,SOJA,CELDA 16-4,CELDA_16,,43400,16760,26640,26640,11.8,,,,,,,
CTG_30033301912,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,DE,DE,DESPACHO,DE,TAO150,TAO150,95662,CARGILL S.A.C.I.-30506792165-220165,14444281,000301457768,0000300029487,30033301912,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,10:54,,,03/07/2026,10:54,2026-07-03T10:54:00,,2026-07-03T10:54:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,-36980,-12760,-24220,-24220,0,RECHAZADO EN PTO. REGRESA A RICARDONE DEVOLUCION DESPACHO 000301065197,,,,,,
CTG_30033334547,MovimientosPorContrato_20260703.xlsx,2026-07-03,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,ROS380,ROS380,11669,CARGILL S.A.C.I.-30506792165-220165,14443999,000404035411,0000300029562,30033334547,,CARGILL S.A.C.I.-30506792165-220165,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,02:28,,,03/07/2026,10:54,2026-07-03T02:28:00,,2026-07-03T10:54:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,VOLCABLE PTO 4,VOLCABLE_PTO_4,,40480,14740,25740,25740,0,,,,,,,
CTG_30033301967,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,DE,DE,DESPACHO,DE,UWX998,UWX998,95662,CARGILL S.A.C.I.-30506792165-220165,14444282,000301457769,0000300029488,30033301967,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,10:55,,,03/07/2026,10:55,2026-07-03T10:55:00,,2026-07-03T10:55:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,-41280,-14740,-26540,-26540,0,RECHAZADO EN PTO. REGRESA A RICARDONE DEVOLUCION DESPACHO 000301065198,,,,,,
CTG_30033302063,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,DE,DE,DESPACHO,DE,UUL425,UUL425,95662,CARGILL S.A.C.I.-30506792165-220165,14444283,000301457770,0000300029489,30033302063,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,10:55,,,03/07/2026,10:55,2026-07-03T10:55:00,,2026-07-03T10:55:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,-41940,-13820,-28120,-28120,0,RECHAZADO EN PTO. REGRESA A RICARDONE DEVOLUCION DESPACHO 000301065199,,,,,,
CTG_30033302077,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,DE,DE,DESPACHO,DE,AZG422,AZG422,95662,CARGILL S.A.C.I.-30506792165-220165,14444284,000301457771,0000300029490,30033302077,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,10:55,,,03/07/2026,10:55,2026-07-03T10:55:00,,2026-07-03T10:55:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,-39580,-14520,-25060,-25060,0,RECHAZADO EN PTO. REGRESA A RICARDONE DEVOLUCION DESPACHO 000301065200,,,,,,
CTG_10133305566,MovimientosPorContrato_20260703.xlsx,2026-07-03,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AB107EJ,AB107EJ,2000655,COMMODITIES S.A.-30640872566-222089,14443903,000404035412,0000000001907,10133305566,VIC592230030726,SEGASTRE SA-30709784990-306607,TOTORAL - CORDOBA - CP 52290,03/07/2026,00:34,03/07/2026,05:05,03/07/2026,10:55,2026-07-03T00:34:00,2026-07-03T05:05:00,2026-07-03T10:55:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,52440,16820,35620,35620,11.2,"FAZON 2026, FAZON 2026",,,,,,
CTG_30033302127,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,DE,DE,DESPACHO,DE,TAC436,TAC436,95662,CARGILL S.A.C.I.-30506792165-220165,14444285,000301457772,0000300029491,30033302127,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,10:56,,,03/07/2026,10:56,2026-07-03T10:56:00,,2026-07-03T10:56:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,-37840,-12640,-25200,-25200,0,RECHAZADO EN PTO. REGRESA A RICARDONE DEVOLUCION DESPACHO 000301065201,,,,,,
CTG_30033302133,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,DE,DE,DESPACHO,DE,CTA045,CTA045,95662,CARGILL S.A.C.I.-30506792165-220165,14444286,000301457773,0000300029492,30033302133,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,10:56,,,03/07/2026,10:56,2026-07-03T10:56:00,,2026-07-03T10:56:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,-35780,-15000,-20780,-20780,0,RECHAZADO EN PTO. REGRESA A RICARDONE DEVOLUCION DESPACHO 000301065202,,,,,,
CTG_30033302155,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,DE,DE,DESPACHO,DE,WCC802,WCC802,95662,CARGILL S.A.C.I.-30506792165-220165,14444287,000301457774,0000300029493,30033302155,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,10:56,,,03/07/2026,10:56,2026-07-03T10:56:00,,2026-07-03T10:56:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,-36200,-15660,-20540,-20540,0,RECHAZADO EN PTO. REGRESA A RICARDONE DEVOLUCION DESPACHO 000301065203,,,,,,
CTG_30033334607,MovimientosPorContrato_20260703.xlsx,2026-07-03,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,HNE318,HNE318,11669,CARGILL S.A.C.I.-30506792165-220165,14444003,000404035413,0000300029563,30033334607,,CARGILL S.A.C.I.-30506792165-220165,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,02:34,,,03/07/2026,10:56,2026-07-03T02:34:00,,2026-07-03T10:56:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,VOLCABLE PTO 4,VOLCABLE_PTO_4,,47640,17580,30060,30060,0,,,,,,,
CTG_30033302276,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,DE,DE,DESPACHO,DE,LZB017,LZB017,95662,CARGILL S.A.C.I.-30506792165-220165,14444288,000301457775,0000300029497,30033302276,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,10:56,,,03/07/2026,10:56,2026-07-03T10:56:00,,2026-07-03T10:56:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,-37420,-14860,-22560,-22560,0,RECHAZADO EN PTO. REGRESA A RICARDONE DEVOLUCION DESPACHO 000301065207,,,,,,
CTG_30033302299,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,DE,DE,DESPACHO,DE,FFM492,FFM492,95662,CARGILL S.A.C.I.-30506792165-220165,14444289,000301457776,0000300029498,30033302299,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,10:57,,,03/07/2026,10:57,2026-07-03T10:57:00,,2026-07-03T10:57:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,-34560,-14260,-20300,-20300,0,RECHAZADO EN PTO. REGRESA A RICARDONE DEVOLUCION DESPACHO 000301065208,,,,,,
CTG_30033301014,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,DE,DE,DESPACHO,DE,EHS233,EHS233,95662,CARGILL S.A.C.I.-30506792165-220165,14444290,000301457777,0000300029479,30033301014,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,10:57,,,03/07/2026,10:57,2026-07-03T10:57:00,,2026-07-03T10:57:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,-42120,-14580,-27540,-27540,0,RECHAZADO EN PTO POR CALIDAD DEVOLUCION DESPACHO 000301065188,,,,,,
CTG_30033302326,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,DE,DE,DESPACHO,DE,ENW015,ENW015,95662,CARGILL S.A.C.I.-30506792165-220165,14444291,000301457778,0000300029499,30033302326,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,10:57,,,03/07/2026,10:57,2026-07-03T10:57:00,,2026-07-03T10:57:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,-35320,-15760,-19560,-19560,0,RECHAZADO EN PTO. REGRESA A RICARDONE DEVOLUCION DESPACHO 000301065209,,,,,,
CTG_10233312611,MovimientosPorContrato_20260703.xlsx,2026-07-03,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AA756JI,AA756JI,2000655,COMMODITIES S.A.-30640872566-222089,14443912,000404035414,0000100001201,10233312611,VIC156551030726,TRUMAN S.A.-33708921209-236160,EL ARANADO - CORDOBA - CP 59470,03/07/2026,00:42,03/07/2026,05:19,03/07/2026,10:57,2026-07-03T00:42:00,2026-07-03T05:19:00,2026-07-03T10:57:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,52240,16540,35700,35700,12.8,"FAZON 2026, FAZON 2026",,,,,,
COMPROB_000301065299,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,E,E,EGRESO,E,EHS233,EHS233,95662,CARGILL S.A.C.I.-30506792165-220165,14444292,000301065299,,0,,CARGILL S.A.C.I.-30506792165-220165,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,10:58,,,03/07/2026,10:58,2026-07-03T10:58:00,,2026-07-03T10:58:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,15240,14580,660,660,0,FAZON PTA. RIC. 2026 REEMP ING 14442636,,,,,,
CTG_30033334610,MovimientosPorContrato_20260703.xlsx,2026-07-03,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,UKL882,UKL882,11669,CARGILL S.A.C.I.-30506792165-220165,14444007,000404035415,0000300029564,30033334610,,CARGILL S.A.C.I.-30506792165-220165,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,02:39,,,03/07/2026,10:59,2026-07-03T02:39:00,,2026-07-03T10:59:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,VOLCABLE PTO 4,VOLCABLE_PTO_4,,39460,13720,25740,25740,0,,,,,,,
CTG_30033301263,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,DE,DE,DESPACHO,DE,ROS380,ROS380,95662,CARGILL S.A.C.I.-30506792165-220165,14444296,000301457779,0000300029480,30033301263,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,10:59,,,03/07/2026,10:59,2026-07-03T10:59:00,,2026-07-03T10:59:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,-40760,-14780,-25980,-25980,0,RECHAZADO EN PTO POR CALIDAD DEVOLUCION DESPACHO 000301065189,,,,,,
COMPROB_000301065300,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,E,E,EGRESO,E,ROS380,ROS380,95662,CARGILL S.A.C.I.-30506792165-220165,14444297,000301065300,,0,,CARGILL S.A.C.I.-30506792165-220165,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,11:00,,,03/07/2026,11:00,2026-07-03T11:00:00,,2026-07-03T11:00:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,15360,14780,580,580,0,FAZON PTA. RIC. 2026 REEMP ING 14442648,,,,,,
CTG_10133312797,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,I,I,INGRESO,I,IJT755,IJT755,2000635,COMMODITIES S.A.-30640872566-222089,14444048,000301457780,0000000001449,10133312797,VIC285802030726,FEDEA S.A.-30685141694-230578,ITALO (CBA) - CORDOBA - CP 62714,03/07/2026,05:04,03/07/2026,09:15,03/07/2026,11:00,2026-07-03T05:04:00,2026-07-03T09:15:00,2026-07-03T11:00:00,0201,GIRASOL,GIRASOL,VOLCABLE 1,VOLCABLE_1,,45340,13720,31620,31620,8.5,"FAZON 2026, FAZON 2026",,,,,,
CTG_10233323937,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,I,I,INGRESO,I,NKE834,NKE834,2000683,CARGILL S.A.C.I.-30506792165-220165,14443917,000301457781,0000500005681,10233323937,VIC932469030726,JC NEGOCIOS AGROPECUARIOS SRL-30711340803-248906,VILLA DEL ROSARIO CB - CORDOBA - CP 59630,03/07/2026,00:46,03/07/2026,05:26,03/07/2026,11:02,2026-07-03T00:46:00,2026-07-03T05:26:00,2026-07-03T11:02:00,0301,SOJA,SOJA,CELDA 16-4,CELDA_16,,46540,16120,30420,30420,11.3,,,,,,,
CTG_30033341867,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,E,E,EGRESO,E,RDL445,RDL445,95662,CARGILL S.A.C.I.-30506792165-220165,14444205,000301065301,0000300029565,30033341867,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,09:31,,,03/07/2026,11:03,2026-07-03T09:31:00,,2026-07-03T11:03:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,40300,13260,27040,27040,0,FAZON PTA. RIC. 2026,,,,,,
CTG_10133326128,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,I,I,INGRESO,I,AB229PV,AB229PV,2000683,CARGILL S.A.C.I.-30506792165-220165,14443925,000301457782,0000100003975,10133326128,VIC376625030726,CARGILL S.A.C.I.-30506792165-220165,LA CARLOTA (CBA) - CORDOBA - CP 26700,03/07/2026,00:51,03/07/2026,05:42,03/07/2026,11:04,2026-07-03T00:51:00,2026-07-03T05:42:00,2026-07-03T11:04:00,0301,SOJA,SOJA,CELDA 16-4,CELDA_16,,52640,15440,37200,37200,13.3,,,,,,,
COMPROB_000400419200,MovimientosPorContrato_20260703.xlsx,2026-07-03,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,E,E,EGRESO,E,GFP699,GFP699,10968,RENOVA SA.-30709590894-209319,14444130,000400419200,,0,,RENOVA SA.-30709590894-209319,DOCK SUD - BUENOS AIRES - CP 18710,03/07/2026,08:26,,,03/07/2026,11:05,2026-07-03T08:26:00,,2026-07-03T11:05:00,0887,GLICERINA REFINADA,GLICERINA REFINADA,,,,39560,16060,23500,23500,0,DIRECTO DE RENOVA,,,,,,
CTG_30033301383,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,DE,DE,DESPACHO,DE,DIH255,DIH255,95662,CARGILL S.A.C.I.-30506792165-220165,14444302,000301457783,0000300029482,30033301383,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,11:06,,,03/07/2026,11:06,2026-07-03T11:06:00,,2026-07-03T11:06:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,-40600,-14880,-25720,-25720,0,RECHAZADO EN PTO POR CALIDAD DEVOLUCION DESPACHO 000301065191,,,,,,
COMPROB_000301065302,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,E,E,EGRESO,E,DIH255,DIH255,95662,CARGILL S.A.C.I.-30506792165-220165,14444303,000301065302,,0,,CARGILL S.A.C.I.-30506792165-220165,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,11:06,,,03/07/2026,11:06,2026-07-03T11:06:00,,2026-07-03T11:06:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,15940,14880,1060,1060,0,FAZON PTA. RIC. 2026 REEMP ING 14442650,,,,,,
CTG_10133318486,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,I,I,INGRESO,I,KNM728,KNM728,2000683,CARGILL S.A.C.I.-30506792165-220165,14443931,000301457784,0000000001060,10133318486,VIC470901030726,MAS AGRO CENTRO S.A.S.-30716843374-250523,VILLA FONTANA - CORDOBA - CP 51375,03/07/2026,00:54,03/07/2026,05:52,03/07/2026,11:10,2026-07-03T00:54:00,2026-07-03T05:52:00,2026-07-03T11:10:00,0301,SOJA,SOJA,CELDA 16-4,CELDA_16,,45340,15900,29440,29440,10.6,,,,,,,
CTG_30033342354,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,E,E,EGRESO,E,TAO150,TAO150,95662,CARGILL S.A.C.I.-30506792165-220165,14444206,000301065303,0000300029566,30033342354,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,09:32,,,03/07/2026,11:13,2026-07-03T09:32:00,,2026-07-03T11:13:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,36080,12700,23380,23380,0,FAZON PTA. RIC. 2026,,,,,,
COMPROB_000400419201,MovimientosPorContrato_20260703.xlsx,2026-07-03,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,E,E,EGRESO,E,HAL844,HAL844,11526,RENOVA S.A.-30709590894-242524,14444095,000400419201,,0,,BUNGE ARGENTINA S.A.-30700869918-231767,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,07:21,,,03/07/2026,11:13,2026-07-03T07:21:00,,2026-07-03T11:13:00,0235,ACEITE GIRASOL REFINADO,ACEITE GIRASOL REFINADO,ACEITE OSL,ACEITE_OSL,,43040,14160,28880,28880,0,FAZON RENOVA/BUNGE,,,,,,
CTG_10133271534,MovimientosPorContrato_20260703.xlsx,2026-07-03,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,LVA139,LVA139,2000655,COMMODITIES S.A.-30640872566-222089,14443905,000404035416,0000000001625,10133271534,VIC943193020726,ANDREU HERMANOS SRL-30714331864-299986,TOSTADO (SFE) - SANTA FE - CP 30600,03/07/2026,00:35,03/07/2026,05:09,03/07/2026,11:15,2026-07-03T00:35:00,2026-07-03T05:09:00,2026-07-03T11:15:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,51640,16440,35200,35200,10.7,"FAZON 2026, FAZON 2026",,,,,,
CTG_30033342791,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,E,E,EGRESO,E,CKQ212,CKQ212,95662,CARGILL S.A.C.I.-30506792165-220165,14444208,000301065304,0000300029567,30033342791,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,09:33,,,03/07/2026,11:21,2026-07-03T09:33:00,,2026-07-03T11:21:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,40220,14640,25580,25580,0,FAZON PTA. RIC. 2026,,,,,,
CTG_10233328684,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,I,I,INGRESO,I,HNG637,HNG637,2000664,CARGILL S.A.C.I.-30506792165-220165,14444053,000301457785,0405200003332,10233328684,VIC310670030726,CARGILL S.A.C.I.-30506792165-220165,GENERAL PICO - LA PAMPA - CP 63600,03/07/2026,05:17,03/07/2026,09:16,03/07/2026,11:22,2026-07-03T05:17:00,2026-07-03T09:16:00,2026-07-03T11:22:00,0201,GIRASOL,GIRASOL,VOLCABLE 1,VOLCABLE_1,,52460,16480,35980,35980,9.4,"FASON GIRASOL, FASON GIRASOL",,,,,,
COMPROB_000400419202,MovimientosPorContrato_20260703.xlsx,2026-07-03,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,E,E,EGRESO,E,GYJ005,GYJ005,95590,UNION AGRICOLA DE AVELLANEDA COOP.LTDA.-30501912405-220345,14443659,000400419202,,0,,UNION AGRICOLA DE AVELLANEDA COOP.LTDA.-30501912405-220345,USPALLATA - MENDOZA - CP 55450,02/07/2026,20:11,,,03/07/2026,11:23,2026-07-02T20:11:00,,2026-07-03T11:23:00,0331,ACEITE SOJA CRUDO DESGOMADO,ACEITE SOJA CRUDO DESGOMADO,,,,42960,19000,23960,23960,0,FAZON 2026,,,,,,
CTG_10233326814,MovimientosPorContrato_20260703.xlsx,2026-07-03,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,FEE089,FEE089,2000655,COMMODITIES S.A.-30640872566-222089,14443910,000404035417,0000700013305,10233326814,VIC413240030726,COOP.AG.GA.DUDIGNAC LTDA.-30537699678-221392,9 DE JULIO (BAS) - BUENOS AIRES - CP 65000,03/07/2026,00:41,03/07/2026,05:15,03/07/2026,11:24,2026-07-03T00:41:00,2026-07-03T05:15:00,2026-07-03T11:24:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,44840,16020,28820,28820,11.3,"FAZON 2026, FAZON 2026",,,,,,
CTG_10233328703,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,I,I,INGRESO,I,LSC258,LSC258,2000683,CARGILL S.A.C.I.-30506792165-220165,14443969,000301457786,0404800011538,10233328703,VIC633851030726,CARGILL S.A.C.I.-30506792165-220165,LABOULAYE  (CBA) - CORDOBA - CP 61200,03/07/2026,01:40,03/07/2026,10:05,03/07/2026,11:26,2026-07-03T01:40:00,2026-07-03T10:05:00,2026-07-03T11:26:00,0301,SOJA,SOJA,CELDA 16-4,CELDA_16,,52000,17480,34520,34520,10.7,,,,,,,
CTG_30033343044,MovimientosPorContrato_20260703.xlsx,2026-07-03,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,E,E,EGRESO,E,CDK700,CDK700,95911,VICENTIN S.A.I.C.-30500959629-223347,14444227,000400419203,0000400008397,30033343044,,BIO RAMALLO S.A.-33711967589-299786,RAMALLO (BAS) - BUENOS AIRES - CP 29150,03/07/2026,09:59,,,03/07/2026,11:26,2026-07-03T09:59:00,,2026-07-03T11:26:00,0331,ACEITE SOJA CRUDO DESGOMADO,ACEITE SOJA CRUDO DESGOMADO,,,,43900,15960,27940,27940,0,"CTTO COM-CLIENTE L055, FAZON 2026, CTTO COM-CLIENTE L055",,,,,,
CTG_10133316303,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,I,I,INGRESO,I,RPH228,RPH228,2000683,CARGILL S.A.C.I.-30506792165-220165,14443956,000301457787,0000100003969,10133316303,VIC952096030726,CARGILL S.A.C.I.-30506792165-220165,LA CARLOTA (CBA) - CORDOBA - CP 26700,03/07/2026,01:17,03/07/2026,06:11,03/07/2026,11:27,2026-07-03T01:17:00,2026-07-03T06:11:00,2026-07-03T11:27:00,0301,SOJA,SOJA,CELDA 16-4,CELDA_16,,45280,15760,29520,29520,13,,,,,,,
CTG_10133319016,MovimientosPorContrato_20260703.xlsx,2026-07-03,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,HCT548,HCT548,2000655,COMMODITIES S.A.-30640872566-222089,14443915,000404035418,0000000000552,10133319016,VIC914796030726,AGROTREC S.A.-30711603448-249420,LAS ROSAS (SFE) - SANTA FE - CP 25200,03/07/2026,00:44,03/07/2026,05:22,03/07/2026,11:27,2026-07-03T00:44:00,2026-07-03T05:22:00,2026-07-03T11:27:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,52500,17200,35300,35300,10.7,"FAZON 2026, FAZON 2026",,,,,,
CTG_30033343147,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,E,E,EGRESO,E,AZG422,AZG422,95662,CARGILL S.A.C.I.-30506792165-220165,14444209,000301065305,0000300029568,30033343147,,VICENTIN S.A.I.C. - PUERTO-30500959629-201066,SAN LORENZO - SANTA FE - CP 22000,03/07/2026,09:35,,,03/07/2026,11:28,2026-07-03T09:35:00,,2026-07-03T11:28:00,0251,PELLETS GIRASOL,PELLETS GIRASOL,,,,39240,14500,24740,24740,0,FAZON PTA. RIC. 2026,,,,,,
CTG_10233334750,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,I,I,INGRESO,I,GFG620,GFG620,2000640,BUNGE ARGENTINA S.A.-30700869918-231767,14444105,000301457788,1658100001816,10233334750,VIC019275030726,BUNGE ARGENTINA S.A.-30700869918-231767,ROSARIO (SFE) - SANTA FE - CP 20000,03/07/2026,07:34,03/07/2026,09:18,03/07/2026,11:34,2026-07-03T07:34:00,2026-07-03T09:18:00,2026-07-03T11:34:00,0201,GIRASOL,GIRASOL,VOLCABLE 2,VOLCABLE_2,,44800,14820,29980,29980,6.7,"FAZON 2026, FAZON 2026",,,,,,
CTG_10233329444,MovimientosPorContrato_20260703.xlsx,2026-07-03,PLANTA SAN LORENZO,RICARDONE,I,I,INGRESO,I,ENC884,ENC884,2000683,CARGILL S.A.C.I.-30506792165-220165,14443971,000301457789,0404800011540,10233329444,VIC210966030726,CARGILL S.A.C.I.-30506792165-220165,LABOULAYE  (CBA) - CORDOBA - CP 61200,03/07/2026,01:45,03/07/2026,10:08,03/07/2026,11:35,2026-07-03T01:45:00,2026-07-03T10:08:00,2026-07-03T11:35:00,0301,SOJA,SOJA,CELDA 16-4,CELDA_16,,44480,13900,30580,30580,10.7,,,,,,,
